200 8000
2041 3840 1
8081 2929 1
8147 1217 1
3170 3355 4
5683 3930 3
4834 5474 4
91 113 4
5929 4021 3
2691 860 3
3363 2649 1
7526 4063 3
3366 371 4
2485 2572 3
3072 4795 3
4307 4712 1
5225 4229 3
6178 3850 3
5334 5806 3
5746 2376 3
2570 1805 1
4717 1779 1
4786 6272 3
4187 1279 3
5065 4081 2
2980 6023 4
6424 1376 2
5189 2159 3
80 3836 4
1198 538 3
8137 1878 4
3836 7593 1
6945 5587 2
3449 1085 2
2655 2544 1
1705 6538 3
4232 4007 4
267 3780 4
7373 7150 2
1557 5593 1
6862 792 3
6620 1027 3
1258 3841 2
6567 2866 4
1158 3257 2
3676 7371 2
3221 5537 1
6113 1604 4
1887 7222 1
4551 4771 1
7355 3989 4
382 7452 3
1340 372 1
3973 2454 2
2143 582 1
4754 2669 4
5699 2564 3
2781 1555 3
5014 5567 2
5450 6577 3
4936 4654 3
6399 7024 2
3836 2923 3
3767 3850 2
1997 6848 4
3508 5453 4
6967 3673 2
3533 3134 1
5924 1921 3
5273 4524 1
6945 2628 2
4642 4039 1
600 5562 4
6983 6553 1
8105 1421 1
5144 7293 4
1134 7068 1
682 6495 2
3128 74 4
30 2925 4
4422 766 3
2145 322 4
6378 2225 3
3843 245 4
4348 4143 3
4007 5966 3
4952 3717 3
6376 2837 2
4552 6546 3
5913 8097 4
7915 7633 3
687 2415 4
7968 1965 2
2931 231 4
6430 5574 3
7703 4108 4
4659 4435 4
6197 3044 3
8080 6139 2
5776 2299 3
634 831 4
1653 3851 1
3052 7161 3
5290 6001 3
5829 3454 3
3416 4500 2
3124 4785 3
1052 3401 4
90 6981 3
868 3032 3
1738 2814 1
1503 1439 2
1412 4906 2
5097 8177 3
2397 5402 3
5630 4565 4
5715 4713 3
5715 1001 3
5185 7016 1
6491 7298 4
6187 2141 3
4243 6020 3
6098 5413 1
4256 6003 1
3395 62 4
5821 1156 4
3472 863 3
4588 6438 3
747 7068 4
4752 2147 3
2613 7917 4
6512 1144 1
6141 2401 4
4516 2594 1
6067 7409 4
4264 780 3
3043 5373 3
533 7474 2
1283 1644 4
209 1416 4
6863 519 3
7154 1743 4
2386 2174 1
1814 1482 2
1228 3197 1
2249 4496 3
296 4676 2
7159 7781 3
6687 2384 1
2570 4616 4
3350 6102 2
134 6346 3
2674 6059 3
5667 7559 1
1007 6644 4
6844 3122 2
4301 5674 3
1927 6396 4
4264 6962 4
1891 415 2
7888 7440 3
5320 2037 2
780 5711 3
2033 4176 3
4068 4731 2
5718 7952 3
5530 4500 4
4965 4621 3
4357 4874 2
7957 4661 2
6815 6738 4
6589 5158 4
5157 5176 4
7881 4959 4
7227 3153 1
6443 2942 2
5668 6905 4
3164 7298 1
8010 6722 4
1287 5183 1
3407 4472 4
2658 1388 1
7207 8196 3
3245 7347 2
7967 4852 3
8054 3519 3
2447 792 4
5032 2012 1
2203 1305 2
3598 4418 1
7365 4420 4
7410 2713 4
554 335 2
525 5643 1
3122 4108 3
536 4492 3
3875 7942 3
6859 4712 4
2467 5766 3
5013 2778 1
2605 5177 4
4767 7138 1
5905 2953 3
4950 2131 2
864 37 1
1674 2254 1
8009 4290 3
5980 5770 3
5985 5187 4
1984 1120 3
3105 4413 2
6870 2841 1
6992 1504 1
2284 5533 1
6101 1981 4
7703 5318 4
8134 7349 2
7923 5661 1
7669 3606 3
4880 1688 1
523 7866 2
1237 5571 4
7873 7111 3
5921 7228 4
3006 2139 3
2236 391 1
1402 3959 1
100 2169 3
4538 3771 1
4519 7689 4
7555 640 4
6192 4584 3
3765 7349 1
6167 7518 3
817 3078 2
7694 2965 2
580 3852 4
2900 1284 1
213 2719 2
8114 1915 1
2717 3985 2
537 5550 4
3027 7896 4
5382 1261 4
6422 7096 1
7701 2108 1
7262 5248 2
3297 3412 2
595 1822 4
6605 1025 3
5845 1451 1
3435 536 1
5053 400 4
6822 7285 4
5411 3257 3
1691 1042 1
5757 6694 4
3626 7658 4
5695 472 3
4108 2003 3
1301 7856 4
7280 3966 3
5108 3929 3
1206 617 4
5057 4567 3
5105 3199 3
5511 4801 4
857 1500 1
5555 1868 3
2823 6650 3
6508 5641 3
6407 5930 1
6065 3278 4
5562 7543 3
2683 6662 1
2528 1101 4
4999 6401 1
6611 6946 3
2492 1476 2
5721 1005 2
4996 4156 2
3781 7114 4
1773 2226 4
5295 2478 2
2612 7182 3
5053 5213 3
7481 8008 3
855 7136 4
8062 6063 4
542 3554 4
1231 1475 1
3958 1094 2
828 785 3
6523 5717 3
2683 93 1
2596 1622 3
3015 7511 1
3145 6152 3
49 7827 4
7338 2030 4
6419 4286 2
8166 1731 4
3340 7911 3
347 2093 3
4583 8159 1
1218 955 4
7173 867 3
6848 3024 4
1129 35 3
258 4798 3
3157 1635 2
1172 5998 1
2690 2820 4
5927 6036 2
7001 280 3
4132 2710 1
3876 7024 2
5436 203 4
7748 2432 2
4027 3997 4
5447 7285 2
5174 7283 2
5218 3148 4
6351 1975 3
2966 3607 4
3290 543 2
836 4496 1
3882 4392 3
6803 987 2
4388 8176 2
3080 3594 2
1804 2206 4
3206 6446 4
5319 5595 2
5693 7709 4
6348 1671 2
260 1999 4
415 5367 2
4875 6799 1
1692 2013 4
4365 2185 2
6477 7806 3
526 7702 3
4064 1397 4
2713 2122 4
5099 1431 2
6841 2724 3
6106 1962 3
991 3422 1
5052 1996 4
2316 235 4
1225 4642 4
5131 6416 1
5834 6352 2
6417 4779 4
6707 5949 1
2431 4792 4
3085 3294 2
5420 6184 4
1012 2918 3
1784 6149 2
1054 2478 1
4745 4864 2
2327 2422 3
4341 7305 4
1117 4655 2
8169 7857 4
714 3594 3
428 5183 3
5324 6941 3
5839 3895 3
5335 2595 3
4334 6501 4
867 981 2
6144 4732 3
18 7746 4
4872 7706 1
2719 8160 1
1426 2496 4
3657 2795 2
6660 504 2
7311 5148 3
4789 2983 4
2940 3278 1
6970 6062 4
555 7101 3
3922 3139 3
7956 6054 1
6678 4174 2
2074 4065 2
7821 7476 3
2825 2815 3
4658 6961 2
1998 1575 3
6026 72 3
149 7972 2
4165 4218 2
7098 4154 3
5906 1290 2
7183 6655 3
6881 4117 4
5239 475 2
2516 1912 2
7641 6688 4
2468 7611 1
3513 5231 2
5448 3457 2
2822 1528 1
7950 1175 4
4505 7472 4
1575 1990 3
4963 1986 3
6513 872 1
7529 2455 1
870 4329 2
938 880 3
434 3598 1
4692 1945 4
5953 7798 2
1333 5856 4
4216 3736 1
607 4677 4
8009 4817 1
4642 4532 4
2275 2188 4
1815 7065 1
7415 1088 2
2347 7028 1
4496 722 1
2697 1213 4
7454 1346 3
1144 3671 4
6849 472 3
2869 2427 3
1682 2741 2
7217 3387 1
8079 287 3
6938 3148 4
548 2835 2
602 3942 2
427 7055 2
2523 2454 1
1016 6138 2
548 537 3
5991 1911 3
986 925 3
4532 1071 4
4761 3355 3
1307 1765 4
5146 3448 3
969 5518 3
1643 3309 1
499 3463 2
8007 4383 2
1201 171 1
4677 4686 1
1002 1576 1
3892 1631 4
4715 1781 3
5893 2450 1
1007 4022 3
164 3377 2
2112 7126 1
4485 6424 3
5865 2412 4
7549 593 2
2416 4313 2
4920 2640 4
2418 1378 2
48 3400 4
6861 4647 3
2311 3471 3
2031 3578 4
4402 4886 1
4100 5840 1
6405 6853 4
6657 6472 2
1034 3607 1
8118 6571 3
2409 5322 1
5894 5184 2
3480 5147 4
769 1276 3
6767 2103 2
3149 7048 1
1797 3549 2
7655 3292 1
6752 3248 2
491 2485 2
4980 2877 3
1165 6717 1
5063 5129 1
4609 151 2
277 2602 4
751 1465 4
663 7144 1
3000 4479 1
6964 3608 3
1968 5123 4
3951 1603 1
2426 5816 4
4782 3285 4
1504 424 1
4418 3565 2
3505 8186 4
5962 1441 3
7748 2308 3
4980 5557 2
4705 2424 4
4835 2930 3
4376 444 2
7673 6736 3
426 171 1
6445 1130 2
7068 4083 3
3158 7624 2
3737 6661 4
1077 1827 1
939 1720 3
7135 3537 2
4853 5498 2
862 7178 3
2119 4887 4
6047 4570 3
3815 4457 3
3156 1440 4
3282 4366 3
4709 4358 2
343 5917 3
1570 1837 3
7497 6612 4
2933 2260 4
3245 7989 2
5127 1338 4
1206 6511 3
743 7201 1
55 4130 2
2729 1824 3
507 7940 4
6392 2853 3
2634 1970 3
7213 863 3
7245 1118 3
2873 6095 3
3855 4858 2
19 4849 4
7987 1208 3
7288 753 3
4130 7232 2
2619 3781 3
7926 2498 3
2905 8162 4
7076 1709 3
6075 1041 1
2734 6593 2
2773 1289 1
2003 4678 3
4233 3216 1
3570 7190 1
4817 5029 3
8193 1381 2
276 6844 1
1375 5289 1
3628 1351 1
7726 6460 3
2621 5258 2
4037 3901 1
4771 8126 4
5888 1031 3
4502 4371 1
3468 1953 1
8017 4985 3
1459 3949 2
7139 779 4
2535 6344 1
6420 7145 1
5580 1979 2
4210 2434 4
3436 7860 3
3507 3353 3
6620 4098 3
7832 7054 4
7210 5290 1
4648 149 4
5205 815 4
7153 978 1
7086 4835 2
1933 3823 2
4480 601 1
5848 6977 1
3362 5536 2
1429 6254 3
5465 3680 3
2706 7624 4
2932 4911 3
6991 485 3
4397 3581 4
7670 4118 1
7916 5880 3
6896 5770 3
7526 4794 4
5392 6827 1
4054 6773 2
962 2033 4
6190 3886 1
4893 793 3
1190 4943 3
4349 5278 3
3419 5017 2
3019 7668 3
492 524 1
6069 7914 1
4823 974 1
2995 5669 2
8041 5700 2
7310 1366 2
5057 2817 4
7242 2512 3
3671 2795 4
5993 4959 2
7673 2601 1
3646 5497 1
1700 724 2
2489 1021 4
7012 1135 4
5151 731 1
7223 3940 2
667 4656 4
4034 2696 4
443 4692 4
4693 8090 3
390 5621 2
5610 5254 1
1557 7072 1
5788 4818 3
3724 1599 4
6373 2520 2
7000 5703 3
860 5288 4
4718 2702 1
128 1754 2
1771 6172 1
3872 4230 1
1448 5310 2
4672 6893 2
6643 2922 3
1325 5669 4
4613 222 1
6839 1610 2
4593 7959 4
4826 6707 1
4473 472 3
8157 4592 4
5126 7073 3
571 3794 3
4830 5029 2
6688 1361 2
8032 3063 3
1906 4620 2
8013 8067 2
2266 5125 4
818 1758 3
8186 8080 2
1887 718 1
1649 2511 4
6220 4465 1
7552 2114 1
7370 3267 2
2791 6799 3
6406 4068 4
2198 2061 3
1474 8175 3
5888 6569 1
8063 3458 2
3475 4950 1
2584 828 4
7177 4481 4
5712 3849 1
4867 4391 3
7617 4458 4
1540 5439 3
1836 773 3
4449 152 2
7784 7350 4
205 4309 4
1399 5704 2
7794 1130 4
3104 2699 4
1453 7664 2
1432 35 3
2608 5281 1
7618 6466 3
4223 4601 4
7362 2929 4
4872 3100 1
2808 6561 4
2830 965 2
291 4966 3
4456 2921 3
7690 1777 2
2753 3433 4
6142 7376 3
4542 5539 4
7606 7180 2
5687 5383 3
6976 5114 3
3385 7198 1
384 6232 2
3408 2097 4
6770 7624 1
1942 4448 4
5191 5512 4
3274 641 2
1423 5363 4
7877 6135 3
8114 1090 4
2839 2751 1
1648 8002 2
5388 3812 1
283 808 4
863 6540 1
7581 944 4
1741 2327 4
1004 7229 2
2103 4472 1
5492 6808 2
7497 4708 4
6482 3963 2
133 5490 3
4524 478 3
3147 435 2
4149 3512 1
3142 342 1
5876 2926 2
5101 7331 3
6598 3030 4
2531 5839 2
614 6169 4
7285 3380 3
4817 5505 2
6642 256 2
2231 3602 4
6423 6244 4
6480 5362 2
2248 2290 4
4733 6070 1
7651 4582 1
3282 3543 4
1339 1997 3
4389 7846 3
4490 5810 3
8045 2528 3
1273 4019 2
6748 4478 1
7245 4723 1
7783 5260 1
5604 2217 2
7508 3482 1
801 60 1
6153 3324 1
620 5971 2
4215 1558 2
2750 4879 1
5189 7093 3
3819 3792 4
3640 4841 3
4575 5214 4
5567 6180 1
5754 7594 1
4437 8056 4
7311 1762 2
7208 7664 1
6462 3915 2
2001 2786 3
4465 3659 3
217 4656 2
2477 715 2
2486 3624 2
2570 1673 2
4153 1141 1
5448 2754 4
3688 6494 4
6619 1789 4
7207 7524 4
2483 4540 2
5625 4735 2
5390 4944 4
7469 7417 1
6946 6941 3
98 4075 3
4736 6895 4
252 6352 3
7046 6545 1
3074 2146 2
2080 5503 2
6898 494 3
6336 6753 4
2504 7235 2
3543 7245 2
973 1533 2
3467 6094 2
4837 4787 4
1965 65 4
5061 6840 2
4397 1308 1
3970 2348 2
4675 4379 3
6531 1874 2
7654 6033 2
2833 5433 1
7726 409 2
461 4951 1
257 1592 3
1208 2876 4
2502 6266 4
2475 494 2
4417 5394 1
7572 2014 4
1602 2197 3
303 6740 2
2120 6560 4
1530 4237 2
1372 4662 1
551 6359 3
6893 4844 1
4439 4491 1
4697 7050 1
5984 7675 1
2093 5210 2
1288 5527 3
4084 8198 1
73 4401 3
6495 5911 1
6292 439 4
417 5869 1
4305 6184 1
4775 1931 2
7492 3435 4
5948 5670 3
1777 5904 3
2089 3392 3
5498 6803 2
2005 3015 4
8112 5071 4
6980 7622 3
6971 3745 4
1690 2351 2
3762 6955 4
241 4274 3
3434 6932 1
4475 6563 1
8073 4241 2
4576 2398 3
6783 7701 4
6297 6701 2
1934 3986 4
1349 1840 1
4400 5353 4
5900 1042 3
6791 7514 4
4913 4179 1
6584 4871 2
6336 7966 1
5823 4065 4
967 6538 1
4849 6573 3
18 3740 3
6626 1516 1
95 4317 1
1362 762 1
4708 7669 4
852 2879 1
213 6637 4
308 3719 4
5655 7998 4
4557 6306 4
787 3886 4
3402 982 1
6744 7013 2
7789 1793 2
2654 5260 4
3247 4463 2
1739 8156 3
394 7536 1
2140 6023 4
5703 522 1
1532 2588 1
5313 3975 3
2749 1410 2
5116 2925 2
3046 1580 3
463 6583 3
7186 1965 1
2039 280 1
4126 3920 1
3368 3287 2
3841 117 2
5140 2632 4
5037 5069 2
4208 808 4
1783 4919 3
4501 4835 4
6483 5215 4
6390 7552 4
7218 7508 2
3673 4501 4
5971 5458 1
921 2805 2
257 4989 4
4247 3234 2
11 7233 1
5750 6523 1
3501 8131 4
5256 4912 2
341 6581 2
1617 6879 3
3533 4077 1
5526 4696 3
4805 2757 4
1084 1108 1
4063 5410 1
4468 3176 2
2530 5553 4
1938 3631 4
6980 1347 2
2023 4621 4
1156 453 4
4718 972 4
6801 1464 4
4754 4216 1
1315 6742 3
5541 4920 4
7648 6202 4
4452 2095 3
4743 7609 2
788 3599 1
1233 5541 1
7252 5828 1
891 3073 3
3850 110 2
2184 3433 4
7637 2024 2
425 8144 1
1552 2767 1
5743 7401 2
2172 6233 2
7980 173 4
4097 4315 2
3690 5000 4
4976 6565 4
965 1050 3
1476 3795 4
26 7371 2
2580 5067 2
2191 5168 4
2724 4614 3
3644 761 3
5516 6333 1
3240 4440 1
2274 8135 4
2266 4079 2
3959 2419 4
6795 1449 4
205 6085 4
4052 3796 1
3213 3624 3
4753 6392 2
4113 3633 4
594 1468 2
1678 2898 2
2437 3079 4
7709 6363 3
4898 5503 1
4887 7348 2
6448 2410 3
6170 6597 1
6209 2809 3
3380 2527 1
3310 6506 4
5784 3395 3
7526 3154 4
3560 7308 3
293 4084 3
4872 7348 4
3773 1125 3
3278 8019 4
1406 6509 2
2527 1494 3
3487 2896 2
940 7596 2
495 471 4
5225 522 2
7311 3135 2
3505 7204 1
182 6791 2
2644 4473 1
7568 3082 1
2577 6446 4
5846 2347 3
637 6557 1
2335 8028 2
2064 6962 1
68 6060 3
6928 223 1
1945 1239 2
5264 3700 3
911 4600 2
237 3744 3
1273 6508 1
67 1692 1
3690 2094 3
6406 1000 1
7839 643 2
7445 3625 2
7248 8025 1
6913 6162 2
5441 5898 3
5316 3538 1
2123 4689 2
1707 3690 2
4397 3160 3
5336 985 2
7698 6552 3
3125 3715 4
7209 3062 1
5517 3141 2
1622 7391 4
2629 1967 1
7556 7410 3
1989 4767 3
2928 2582 3
6070 5471 2
4752 2354 1
4957 6408 1
5014 1003 1
5239 8010 2
1271 6422 4
760 5494 2
5072 8132 1
2331 3564 1
1473 3440 2
3766 1896 2
4380 6754 1
6321 7061 4
4801 1391 3
6847 1031 1
2311 6414 1
5053 7704 2
7819 6059 3
6876 7959 1
1823 3007 4
2871 4420 3
2118 835 1
2478 2442 4
3085 3455 2
2259 946 2
5717 4368 1
1699 2295 4
1276 6548 1
143 4400 4
2657 8025 3
3141 5298 2
4802 7450 4
4478 628 2
5294 8158 3
4644 2135 4
5843 7166 2
3264 3125 1
1753 2595 1
3433 6255 1
1775 6929 3
443 186 4
7270 6545 4
1907 7734 3
376 1202 4
2997 1724 1
8162 3686 2
2305 6904 4
7579 464 2
6782 3783 2
6805 5595 1
5428 4075 2
1687 1436 1
3565 26 2
5439 3196 2
5532 75 3
3348 1754 3
4170 7465 2
2874 447 3
7984 149 4
1933 3162 3
3435 644 3
4485 4370 2
6291 4455 2
3659 5767 1
2849 1833 1
3623 1808 4
6250 387 2
3018 3923 2
1651 6927 4
4874 1875 2
929 5482 1
7981 995 3
1629 6951 3
560 4998 1
6702 6679 4
6354 4758 1
93 4183 4
2018 6409 3
2993 7798 3
6070 3118 4
2857 3775 3
7402 586 3
2686 237 2
5006 1311 3
3859 2739 4
308 1000 4
3833 1941 2
4898 779 2
5925 2805 1
1517 1452 2
3840 2158 2
2643 5257 4
4459 7754 1
2517 849 4
170 3013 4
6554 7765 2
6455 3973 3
6409 1140 4
2675 5936 4
2467 6680 3
811 5458 2
8160 748 2
813 790 4
3050 6485 1
3378 4510 2
7081 314 4
6935 5772 3
3386 3892 3
1148 5697 2
4896 5726 1
1241 7628 3
3616 5713 1
6181 1298 2
949 7238 4
6627 4610 2
3055 52 3
312 4561 2
6106 761 4
2090 3482 1
7484 5563 3
4033 6580 2
2122 5043 2
7459 4580 1
2517 8048 2
6293 903 1
2065 4327 2
4508 2448 1
1022 1561 2
6596 2505 1
3923 7873 3
3610 8002 4
4085 3115 2
3999 397 4
1921 2145 2
1641 515 3
6649 4544 3
1067 5851 3
2360 342 4
2423 7275 4
3885 4247 2
5285 4471 4
7586 1297 4
5734 160 4
89 3288 2
7192 1740 4
3798 7781 4
6057 1987 3
1567 3570 4
3287 2644 1
4222 4848 4
447 7802 4
3827 1878 1
6155 6609 4
4875 444 1
6374 6480 1
2036 743 2
3167 4049 2
5392 7799 4
6620 3942 4
1463 4964 2
821 2134 1
3194 8102 1
7109 2274 2
5225 3259 3
7228 512 1
184 1560 1
2457 1779 4
2068 3844 3
3554 7417 1
5215 3135 2
2413 4700 1
5336 5925 2
2223 7530 3
3656 624 4
8056 188 4
1879 3022 4
8034 6320 1
3612 1957 2
3444 3674 4
2211 7189 2
1825 5445 3
5360 4755 4
3647 3725 4
8054 7425 3
1998 4227 3
4759 1309 2
5834 4060 4
7983 1494 1
7475 3740 2
7021 4051 3
4798 7862 1
4887 4219 2
5779 4626 4
3767 5104 4
1629 1139 3
3616 128 1
7622 5015 2
4161 720 4
6802 5503 1
6057 283 1
990 3411 3
1803 3736 1
1647 6838 2
7326 1703 1
77 7418 3
2491 1736 4
469 821 4
6097 7344 4
3313 1982 1
1524 3401 4
2497 4074 4
4692 5156 4
4635 2483 3
7663 4213 3
7258 1594 2
8130 5365 3
912 2967 2
5025 2016 3
1278 4063 1
6739 6963 4
1739 177 4
1144 4903 4
2179 4320 3
1859 7646 4
2583 5426 4
2372 4296 2
4782 2637 4
6306 5898 2
7346 5735 3
3797 6810 1
7963 8049 1
3432 6262 4
128 2391 4
7387 1895 3
4398 2590 4
1195 2527 2
3665 6071 1
6074 229 2
6481 1384 3
3979 3844 1
2156 4624 2
149 7858 2
2959 3028 4
2629 4929 2
5868 1305 3
362 2285 1
2339 7268 4
7097 7319 2
5932 2708 3
1711 1082 2
6284 7375 4
8136 4331 4
2770 1976 1
634 4999 2
239 522 4
2769 272 4
415 7976 1
7796 2700 4
1610 849 2
4684 1227 1
3274 764 3
4263 1478 3
1765 634 4
2942 5555 2
6865 5215 4
3998 6191 2
6170 1626 4
7286 754 4
2794 2997 2
3181 4577 3
45 1591 1
497 3829 1
6923 2922 2
7963 5355 3
266 6533 4
6154 2084 3
8180 5933 4
1824 7672 2
3074 1586 2
5380 2610 2
4835 7436 1
6831 1615 4
5129 2548 3
1771 313 4
5752 3363 3
4637 7881 2
2478 7780 4
1513 7400 2
5407 1380 2
5480 4644 2
971 6453 4
5820 7287 4
2399 6870 4
7289 1237 3
1089 2402 1
5851 3744 2
2515 8002 1
5802 6409 2
1592 6149 4
4790 819 2
1304 4908 2
6215 2432 4
6423 4456 1
7685 1716 3
5065 2635 4
2070 4238 1
6050 3879 2
6635 6729 1
2352 1459 2
7451 1587 3
1150 1184 1
2340 6564 4
1412 6654 2
1711 7737 3
623 6845 3
3006 4232 4
5222 5385 1
3639 4454 1
1286 895 1
3846 4775 3
2603 5866 3
263 993 2
269 957 1
2013 4984 4
399 5177 1
5235 6220 2
2973 7240 2
5525 6390 1
1352 5232 2
8173 1807 4
6404 8176 3
471 3747 3
7099 7043 2
2969 7745 2
7398 3170 1
2682 7793 1
5211 4881 2
6230 1888 1
1684 5936 4
4075 5579 2
2715 2524 3
7135 4983 4
4999 2262 3
6833 4336 2
1095 2075 1
4723 3419 4
841 5575 2
6591 1349 2
879 4346 2
5000 1717 3
3352 333 4
5921 1240 2
6134 1244 3
3565 6782 2
6768 7429 2
5653 3683 3
2173 2210 1
2166 4801 2
6651 6844 3
715 6407 3
2699 6607 4
8147 5981 2
5467 6304 2
6671 1873 2
6388 1743 4
953 1158 1
414 1919 1
5286 4332 1
1928 2438 2
6012 3798 1
3014 6375 4
4442 221 4
4895 2799 4
6089 5687 1
3065 7877 1
1354 7130 2
2950 2536 3
5563 3024 1
6440 4771 4
6488 2360 3
6210 4133 1
4769 4300 2
3429 4151 4
4438 572 3
2814 3060 4
402 7004 1
61 2500 2
6557 4161 3
540 3693 3
5301 4427 3
4703 1830 2
6424 7864 4
7058 4782 2
1524 1765 3
6409 225 4
4731 4638 1
3615 4838 3
1903 7377 4
6241 45 3
4436 8149 4
8136 6210 2
2802 2451 2
7113 2454 2
7816 8149 2
6739 4954 2
3071 3254 1
2948 5203 3
5759 8100 1
1172 4496 2
2502 3296 1
6491 5421 1
828 1307 2
349 4561 1
6598 3213 3
908 5126 1
3349 1112 4
2178 6236 4
1160 5497 1
4083 4847 2
3891 5778 3
7813 3292 1
1767 2134 1
4748 4888 4
8088 5549 4
5171 3382 1
6637 1551 2
1354 1102 3
2386 1583 4
3889 8068 4
1976 4976 3
5750 6477 1
716 966 1
6881 428 4
3339 7062 4
2605 7027 2
6597 4621 1
6309 4610 1
6012 1194 4
96 3429 3
3595 69 4
2732 6954 2
4679 6690 2
5908 5797 3
6271 3225 2
7890 4357 2
7005 6378 4
3697 7356 2
5734 6741 1
5569 6537 3
1291 6240 1
3802 3137 3
652 81 3
5288 6606 1
8009 1837 3
5913 7130 4
8145 7860 1
3823 7501 2
750 4715 3
7888 3911 3
5885 6362 2
8032 476 2
3889 2653 4
1388 772 4
4899 7146 1
5564 3596 2
4666 5406 4
6234 2161 1
3264 3339 2
994 6600 1
8175 4802 1
4499 6884 4
1548 7647 2
1245 1231 3
6383 6268 4
1127 3145 1
6380 7484 1
8131 4255 4
8108 5138 4
1815 945 2
848 2539 1
917 2989 3
948 5190 2
959 3986 1
297 200 1
2021 7457 4
5437 1658 2
5185 5801 4
524 3824 4
3878 5206 2
2231 2429 3
3959 1024 1
6599 1046 3
3760 2725 3
1645 681 2
6857 5775 1
3970 5515 4
2751 2388 2
82 2854 4
3604 6838 4
1267 4425 1
5654 3335 3
8153 740 4
1237 1757 3
1218 6651 2
7112 5306 2
7983 8071 4
5091 5006 2
2558 6926 4
1370 5360 1
643 6609 2
8046 7069 1
5212 4834 4
7247 6146 2
1788 3469 2
6250 8106 3
248 5049 2
7457 1217 1
7247 1087 1
6423 7362 1
3687 2061 1
1245 5378 2
3577 7137 4
6551 5424 3
7517 5247 1
2754 6775 3
3172 6256 1
2386 7806 2
137 1453 2
2178 5558 1
1574 5673 1
3635 7696 4
854 1579 2
2245 2712 4
398 4223 4
3308 101 3
8168 6184 3
5020 314 3
8158 959 4
7876 5928 3
460 2068 3
1229 3311 1
3793 3561 3
4137 4569 3
7795 2868 2
7244 1987 2
5175 4548 2
4061 5956 1
1018 4200 4
938 3561 1
653 1218 2
5511 7414 3
4423 8169 2
7658 7614 3
2214 5327 2
4549 6072 2
3905 2846 3
6829 3702 4
4923 7667 1
7003 1494 4
1685 4156 2
1712 2577 2
4738 548 3
501 1653 2
6302 7388 3
7609 3773 3
2233 1990 4
3370 4668 4
585 7954 2
3018 2315 4
6106 3371 3
7902 1448 1
1194 7001 1
3246 5117 1
5226 4438 2
3668 4034 2
7552 6532 4
5539 6024 2
4694 4453 2
2382 1129 3
1948 5225 2
7461 4978 3
4880 3200 1
2026 4266 1
198 7997 2
3103 6083 4
1460 1249 3
3936 6973 1
6889 7674 2
3838 4684 4
8129 1133 2
5732 417 4
534 7075 2
4597 517 1
7057 3503 3
4112 1786 1
7026 6 3
5646 5346 4
1574 3302 1
5772 2599 3
3114 751 1
4729 2401 3
1232 5605 2
7643 1170 2
1680 5688 4
7949 3244 1
7737 7608 2
2614 2880 2
374 629 3
7337 7280 1
6560 7012 2
2066 6085 1
5801 5607 1
6419 8164 4
8161 5056 3
808 2906 4
4281 7232 4
4866 5502 4
5746 885 4
4519 3005 1
4198 6962 4
3523 5472 4
3630 2872 4
1672 8108 4
5054 5199 3
5680 7534 3
3950 5548 1
5058 8158 4
4276 4199 2
5525 1637 4
3531 5855 3
7075 7986 1
5123 3028 4
1081 2827 1
5081 3120 2
497 3714 4
7072 7829 3
7553 5111 1
5200 3014 4
7034 3217 3
3600 5019 3
4226 3317 3
5392 3810 2
4171 1686 1
32 7351 3
6346 3051 1
7936 2568 1
7945 3264 4
3518 6695 3
5973 741 1
860 4683 3
6954 4729 2
3035 7165 1
2243 7901 2
1895 7581 3
32 4109 3
3415 1694 1
6287 1733 4
3634 6282 2
2250 374 4
4649 7936 2
457 4159 2
2686 721 1
6770 797 2
6541 3819 4
7295 6079 3
6250 3546 2
3645 6169 2
3278 5158 4
1090 4343 1
5059 4485 1
7175 8011 2
6854 961 1
3620 6267 1
350 3849 4
170 1838 4
8131 869 1
4343 7193 2
2358 3540 4
5349 1594 2
3827 4347 2
1694 5627 3
3390 5684 3
1874 1120 4
6068 2677 3
4894 5214 3
7661 3603 1
6092 7987 2
4039 784 3
6695 4200 1
7799 1950 3
3186 6885 1
565 6698 3
11 4605 2
5781 4661 2
2675 7678 1
3559 7932 2
1385 2966 1
8174 3525 3
4504 5774 1
6627 7491 4
164 6136 3
2213 750 4
4656 2389 4
7315 3322 4
4051 7129 2
2378 7520 3
8079 5529 2
5160 312 4
4041 5645 1
7628 6250 2
6656 2 1
3573 1256 1
6810 7789 2
6181 4580 4
4089 5498 2
6607 7336 3
2948 654 2
2947 4758 2
2993 890 4
2746 2499 3
2402 4215 2
7240 4044 2
7060 3629 1
3716 6356 4
4396 5915 4
3556 2866 2
7282 7976 2
1156 2308 2
6043 175 3
1555 6688 3
1847 4654 3
930 4596 3
6383 1456 4
7237 3243 1
6508 3944 3
4760 1452 4
2170 4739 1
1294 900 1
6631 4323 3
2761 2203 4
544 5586 1
734 1063 1
4717 7743 2
53 1921 1
4710 7409 3
1997 6957 2
1331 285 1
7975 4185 1
1018 4617 3
6617 7414 2
6567 7317 4
2099 3030 1
7749 2713 2
7785 622 4
6341 4629 2
836 1556 3
3991 4259 3
8025 1567 1
6268 3082 3
4862 4055 1
7187 6394 1
5753 155 4
3468 2083 1
1094 3918 3
2892 4463 1
1336 3082 2
5154 5375 3
125 154 2
651 6609 3
2295 3598 4
6087 1670 1
